



WK4200030,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345030,EQUIPMENT
WK4200031,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345031,EQUIPMENT
WK4200032,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345032,EQUIPMENT
WK4200033,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345033,EQUIPMENT
WK4200034,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345034,EQUIPMENT
WK4200035,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345035,EQUIPMENT
WK4200036,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345036,EQUIPMENT
WK4200037,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345037,EQUIPMENT
WK4200038,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345038,EQUIPMENT
WK4200039,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345039,EQUIPMENT
WK4200040,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345040,EQUIPMENT
WK4200041,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345041,EQUIPMENT
WK4200042,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345042,EQUIPMENT
WK4200043,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345043,EQUIPMENT
WK4200044,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345044,EQUIPMENT
WK4200045,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345045,EQUIPMENT
WK4200046,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345046,EQUIPMENT
WK4200047,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345047,EQUIPMENT
WK4200048,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345048,EQUIPMENT
WK4200049,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345049,EQUIPMENT
WK4200050,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345050,EQUIPMENT
WK4200051,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345051,EQUIPMENT
WK4200052,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345052,EQUIPMENT
WK4200053,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345053,EQUIPMENT
WK4200054,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345054,EQUIPMENT
WK4200055,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345055,EQUIPMENT
WK4200056,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345056,EQUIPMENT
WK4200057,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345057,EQUIPMENT
WK4200058,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345058,EQUIPMENT
WK4200059,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345059,EQUIPMENT
WK4200060,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345060,EQUIPMENT
WK4200061,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345061,EQUIPMENT
WK4200062,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345062,EQUIPMENT
WK4200063,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345063,EQUIPMENT
WK4200064,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345064,EQUIPMENT
WK4200065,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345065,EQUIPMENT
WK4200066,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345066,EQUIPMENT
WK4200067,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345067,EQUIPMENT
WK4200068,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345068,EQUIPMENT
WK4200069,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345069,EQUIPMENT
WK4200070,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345070,EQUIPMENT
WK4200071,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345071,EQUIPMENT
WK4200072,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345072,EQUIPMENT
WK4200073,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345073,EQUIPMENT
WK4200074,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345074,EQUIPMENT
WK4200075,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345075,EQUIPMENT
WK4200076,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345076,EQUIPMENT
WK4200077,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345077,EQUIPMENT
WK4200078,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345078,EQUIPMENT
WK4200079,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345079,EQUIPMENT
WK4200080,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345080,EQUIPMENT
WK4200081,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345081,EQUIPMENT
WK4200082,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345082,EQUIPMENT
WK4200083,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345083,EQUIPMENT
WK4200084,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345084,EQUIPMENT
WK4200085,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345085,EQUIPMENT
WK4200086,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345086,EQUIPMENT
WK4200087,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345087,EQUIPMENT
WK4200088,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345088,EQUIPMENT
WK4200089,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345089,EQUIPMENT
WK4200090,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345090,EQUIPMENT
WK4200091,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345091,EQUIPMENT
WK4200092,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345092,EQUIPMENT
WK4200093,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345093,EQUIPMENT
WK4200094,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345094,EQUIPMENT
WK4200095,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345095,EQUIPMENT
WK4200096,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345096,EQUIPMENT
WK4200097,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345097,EQUIPMENT
WK4200098,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345098,EQUIPMENT
WK4200099,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345099,EQUIPMENT
WK4200100,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345100,EQUIPMENT
WK4200101,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345101,EQUIPMENT
WK4200102,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345102,EQUIPMENT
WK4200103,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345103,EQUIPMENT
WK4200104,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345104,EQUIPMENT
WK4200105,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345105,EQUIPMENT
WK4200106,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345106,EQUIPMENT
WK4200107,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345107,EQUIPMENT
WK4200108,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345108,EQUIPMENT
WK4200109,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345109,EQUIPMENT
WK4200110,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345110,EQUIPMENT
WK4200111,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345111,EQUIPMENT
WK4200112,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345112,EQUIPMENT
WK4200113,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345113,EQUIPMENT
WK4200114,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345114,EQUIPMENT
WK4200115,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345115,EQUIPMENT
WK4200116,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345116,EQUIPMENT
WK4200117,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345117,EQUIPMENT
WK4200118,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345118,EQUIPMENT
WK4200119,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345119,EQUIPMENT
WK4200120,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345120,EQUIPMENT
WK4200121,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345121,EQUIPMENT
WK4200122,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345122,EQUIPMENT
WK4200123,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345123,EQUIPMENT
WK4200124,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345124,EQUIPMENT
WK4200125,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345125,EQUIPMENT
WK4200126,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345126,EQUIPMENT
WK4200127,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345127,EQUIPMENT
WK4200128,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345128,EQUIPMENT
WK4200129,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345129,EQUIPMENT
WK4200130,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345130,EQUIPMENT
WK4200131,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345131,EQUIPMENT
WK4200132,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345132,EQUIPMENT
WK4200133,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345133,EQUIPMENT
WK4200134,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345134,EQUIPMENT
WK4200135,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345135,EQUIPMENT
WK4200136,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345136,EQUIPMENT
WK4200137,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345137,EQUIPMENT
WK4200138,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345138,EQUIPMENT
WK4200139,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345139,EQUIPMENT
WK4200140,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345140,EQUIPMENT
WK4200141,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345141,EQUIPMENT
WK4200142,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345142,EQUIPMENT
WK4200143,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345143,EQUIPMENT
WK4200144,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345144,EQUIPMENT
WK4200145,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345145,EQUIPMENT
WK4200146,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345146,EQUIPMENT
WK4200147,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345147,EQUIPMENT
WK4200148,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345148,EQUIPMENT
WK4200149,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345149,EQUIPMENT
WK4200150,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345150,EQUIPMENT
WK4200151,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345151,EQUIPMENT
WK4200152,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345152,EQUIPMENT
WK4200153,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345153,EQUIPMENT
WK4200154,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345154,EQUIPMENT
WK4200155,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345155,EQUIPMENT
WK4200156,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345156,EQUIPMENT
WK4200157,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345157,EQUIPMENT
WK4200158,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345158,EQUIPMENT
WK4200159,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345159,EQUIPMENT
WK4200160,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345160,EQUIPMENT
WK4200161,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345161,EQUIPMENT
WK4200162,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345162,EQUIPMENT
WK4200163,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345163,EQUIPMENT
WK4200164,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345164,EQUIPMENT
WK4200165,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345165,EQUIPMENT
WK4200166,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345166,EQUIPMENT
WK4200167,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345167,EQUIPMENT
WK4200168,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345168,EQUIPMENT
WK4200169,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345169,EQUIPMENT
WK4200170,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345170,EQUIPMENT
WK4200171,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345171,EQUIPMENT
WK4200172,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345172,EQUIPMENT
WK4200173,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345173,EQUIPMENT
WK4200174,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345174,EQUIPMENT
WK4200175,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345175,EQUIPMENT
WK4200176,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345176,EQUIPMENT
WK4200177,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345177,EQUIPMENT
WK4200178,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345178,EQUIPMENT
WK4200179,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345179,EQUIPMENT
WK4200180,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345180,EQUIPMENT
WK4200181,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345181,EQUIPMENT
WK4200182,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345182,EQUIPMENT
WK4200183,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345183,EQUIPMENT
WK4200184,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345184,EQUIPMENT
WK4200185,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345185,EQUIPMENT
WK4200186,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345186,EQUIPMENT
WK4200187,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345187,EQUIPMENT
WK4200188,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345188,EQUIPMENT
WK4200189,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345189,EQUIPMENT
WK4200190,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345190,EQUIPMENT
WK4200191,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345191,EQUIPMENT
WK4200192,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345192,EQUIPMENT
WK4200193,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345193,EQUIPMENT
WK4200194,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345194,EQUIPMENT
WK4200195,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345195,EQUIPMENT
WK4200196,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345196,EQUIPMENT
WK4200197,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345197,EQUIPMENT
WK4200198,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345198,EQUIPMENT
WK4200199,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345199,EQUIPMENT
WK4200200,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345200,EQUIPMENT
WK4200201,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345201,EQUIPMENT
WK4200202,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345202,EQUIPMENT
WK4200203,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345203,EQUIPMENT
WK4200204,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345204,EQUIPMENT
WK4200205,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345205,EQUIPMENT
WK4200206,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345206,EQUIPMENT
WK4200207,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345207,EQUIPMENT
WK4200208,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345208,EQUIPMENT
WK4200209,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345209,EQUIPMENT
WK4200210,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345210,EQUIPMENT
WK4200211,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345211,EQUIPMENT
WK4200212,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345212,EQUIPMENT
WK4200213,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345213,EQUIPMENT
WK4200214,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345214,EQUIPMENT
WK4200215,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345215,EQUIPMENT
WK4200216,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345216,EQUIPMENT
WK4200217,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345217,EQUIPMENT
WK4200218,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345218,EQUIPMENT
WK4200219,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345219,EQUIPMENT
WK4200220,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345220,EQUIPMENT
WK4200221,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345221,EQUIPMENT
WK4200222,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345222,EQUIPMENT
WK4200223,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345223,EQUIPMENT
WK4200224,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345224,EQUIPMENT
WK4200225,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345225,EQUIPMENT
WK4200226,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345226,EQUIPMENT
WK4200227,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345227,EQUIPMENT
WK4200228,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345228,EQUIPMENT
WK4200229,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345229,EQUIPMENT
WK4200230,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345230,EQUIPMENT
WK4200231,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345231,EQUIPMENT
WK4200232,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345232,EQUIPMENT
WK4200233,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345233,EQUIPMENT
WK4200234,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345234,EQUIPMENT
WK4200235,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345235,EQUIPMENT
WK4200236,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345236,EQUIPMENT
WK4200237,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345237,EQUIPMENT
WK4200238,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345238,EQUIPMENT
WK4200239,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345239,EQUIPMENT
WK4200240,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345240,EQUIPMENT
WK4200241,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345241,EQUIPMENT
WK4200242,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345242,EQUIPMENT
WK4200243,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345243,EQUIPMENT
WK4200244,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345244,EQUIPMENT
WK4200245,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345245,EQUIPMENT
WK4200246,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345246,EQUIPMENT
WK4200247,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345247,EQUIPMENT
WK4200248,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345248,EQUIPMENT
WK4200249,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345249,EQUIPMENT
WK4200250,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345250,EQUIPMENT
WK4200251,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345251,EQUIPMENT
WK4200252,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345252,EQUIPMENT
WK4200253,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345253,EQUIPMENT
WK4200254,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345254,EQUIPMENT
WK4200255,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345255,EQUIPMENT
WK4200256,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345256,EQUIPMENT
WK4200257,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345257,EQUIPMENT
WK4200258,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345258,EQUIPMENT
WK4200259,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345259,EQUIPMENT
WK4200260,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345260,EQUIPMENT
WK4200261,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345261,EQUIPMENT
WK4200262,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345262,EQUIPMENT
WK4200263,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345263,EQUIPMENT
WK4200264,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345264,EQUIPMENT
WK4200265,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345265,EQUIPMENT
WK4200266,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345266,EQUIPMENT
WK4200267,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345267,EQUIPMENT
WK4200268,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345268,EQUIPMENT
WK4200269,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345269,EQUIPMENT
WK4200270,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345270,EQUIPMENT
WK4200271,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345271,EQUIPMENT
WK4200272,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345272,EQUIPMENT
WK4200273,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345273,EQUIPMENT
WK4200274,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345274,EQUIPMENT
WK4200275,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345275,EQUIPMENT
WK4200276,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345276,EQUIPMENT
WK4200277,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345277,EQUIPMENT
WK4200278,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345278,EQUIPMENT
WK4200279,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345279,EQUIPMENT
WK4200280,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345280,EQUIPMENT
WK4200281,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345281,EQUIPMENT
WK4200282,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345282,EQUIPMENT
WK4200283,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345283,EQUIPMENT
WK4200284,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345284,EQUIPMENT
WK4200285,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345285,EQUIPMENT
WK4200286,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345286,EQUIPMENT
WK4200287,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345287,EQUIPMENT
WK4200288,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345288,EQUIPMENT
WK4200289,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345289,EQUIPMENT
WK4200290,Simple Asset,TANGIBLE,EQUIPMENT,NORTH,12345290,EQUIPMENT
